id,timestamp,feeTier,poolId,token0,token1,tickLower,tickUpper
"0x50979ddf42cd9de57ccdf52b51e62bbd82a4e6d9f6b44568f16cd4ceda6e2fea","1731289379","3000","0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8","DAI","WETH","-87000","-76020"
"0x526854f93c3c06c121d4e181375eb5a2c0ca6ec26d5a24cdd11f5c8358ab531e","1731289319","10000","0x5121f6d8954fc6086649b826026739881a8f80c2","RFD","N","-887200","887200"
"0x47f6a26b88e69fa6ad27debc0d02f1e566fb9a75003b1cf0ac486d6d80659379","1731289919","3000","0x11950d141ecb863f01007add7d1a342041227b58","PEPE","WETH","-204060","-190200"
"0x2a52c2ebaac4ca8719abc93a5cbdc130a1f1d9f9dbf49c63d85b3ffaca8de717","1731290147","3000","0x15aa01580ae866f9ff4dbe45e06e307941d90c7b","WETH","cbBTC","-263520","-261660"
"0x06e4d28fc1e553e457a3dd5f28104edddf45d26e5bab36dcd18b52d8f859498f","1731290747","10000","0x3b685307c8611afb2a9e83ebc8743dc20480716e","FTM","WETH","-83200","-83000"
"0x28cc5ebf5d8c2e34c95ea5b9c589f83653f2594aac64bedf85977a54096910a0","1731290843","3000","0xcbcdf9626bc03e24f779434178a73a0b4bad62ed","WBTC","WETH","261540","264180"
"0x322d483b31cba7f92318fc434988a1383aded6e12cd082fe4dcb86a4c1340ff2","1731290987","10000","0x842293fa6ee0642bf61ebf8310e7e546039ba7f4","MSTR","WETH","134800","135000"
"0x00f9040771b5486f3707458457207ec5e67d9337c13db1a8c2998f47560534d5","1731291863","500","0x4585fe77225b41b697c938b018e2ac67ac5a20c0","WBTC","WETH","262460","263050"
"0x03421f22be116bf220513587b2e61c925aef3b58673b45f995fb8c13b017453f","1731291659","10000","0xfab26cfa923360ffc8ffc40827faee5500988e9c","CNG","WETH","-125200","-125000"
"0x03421f22be116bf220513587b2e61c925aef3b58673b45f995fb8c13b017453f","1731291659","10000","0xfab26cfa923360ffc8ffc40827faee5500988e9c","CNG","WETH","-129800","-107800"
"0x1e713ceb3576b9966c304dcfb886d22f2d92b342db4ca8dca841ca6af92a4aa8","1731292079","100","0xf7bfbc6398e735772ffc23105bc69e1303ca7758","EXTO","USDT","-288365","-161190"
"0x0dae2b50ce8ca58a460291bbc8b05b0c3728bd367b4b1b3c557ec986e52eb817","1731292319","10000","0xb5bc2a4acb16cb18bfc5f6c74f6b605ece8686e3","MAO","WETH","-197400","-197200"
"0x1f52e8fb04bbbdc652c9cd3baf1e3804049af9cf56e1c2f4454982736ff59822","1731292355","3000","0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb","AAVE","WETH","-28200","-28140"
"0x4ac541465f6d8ee576b9221c30398a7a9a1fee5a3e9eeee6a16ed6633da55dd5","1731293063","3000","0x9b3423373e6e786c9ac367120533abe4ee398373","DOG","WETH","-127200","-127140"
"0x1ccc0ba3a218d9226180f1aef3b8775957d47d3864f9dc923b583fa10da87e1a","1731293219","10000","0xf6ed2390be39c783ae78893c91669eeb635d0429","HEX","DECI","-4000","-400"
"0x31eff7b458668b3fa7dcd22034fc190fcf30d69ef34786c97d98fbb50e80c2fd","1731293135","10000","0xb5bc2a4acb16cb18bfc5f6c74f6b605ece8686e3","MAO","WETH","-197200","-197000"
"0x218775b54caa72adc8a8a1b8767a8f68a1343811e33a2619b5f7a78cfe915b28","1731293471","3000","0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8","USDC","WETH","193860","196260"
"0x3751678ec6b1d68fadef428a71d29f5d6ee8423a3d2ff71aaedb6b4932c017e9","1731293651","3000","0x2982d3295a0e1a99e6e88ece0e93ffdfc5c761ae","wTAO","WETH","187200","194040"
"0x57653942e14926ed2c9da8b1a9681d552be7b17fda8ff4a02c05e5fbd344e01c","1731293699","10000","0x60b0dad2d7d65b7d6efc0b746687020ccef0a233","DOGE","WETH","-99400","-99200"
"0x2b5015d4a8019f33cd864e012ad68bb8ef4fb2a12a5b60bb22c63bcea406cf5c","1731293879","10000","0x7a233f0e957a9ff4726c738e9d790b9956f4c894","KARRAT","WETH","-94600","-82600"
"0x1a52bfd57db15243553a5f164a78b5d7d9e235bd56580e250eda353b238d8ca1","1731294023","3000","0x15153da0e9e13cfc167b3d417d3721bf545479bb","Neiro","WETH","67320","67380"
"0x3cc07d5838fc111567b1c8d2eb5113ab9ccc8b3e78dd54e323353ab7d07dfd85","1731294035","10000","0xb5bc2a4acb16cb18bfc5f6c74f6b605ece8686e3","MAO","WETH","-198200","-198000"
"0x3eb6f0dc03a49d1fd2900e1723341540ac9a1af4d8b89f2aa6f08f9430a6b66c","1731294371","3000","0x99ac8ca7087fa4a2a1fb6357269965a2014abc35","WBTC","USDC","64800","65520"
"0x49047cf7fc05142c1aa1b4eed384cb66815e413ed4f268e02ea089a7fb06de63","1731294383","3000","0x7c706586679af2ba6d1a9fc2da9c6af59883fdd3","WETH","SPX","-147480","-147420"
"0x4fdb0ec799d96dc08889924bf3106ca7cce014b781c3c8ca7fea0ace79b3ad9c","1731294455","10000","0xf6ed2390be39c783ae78893c91669eeb635d0429","HEX","DECI","-4000","-600"
"0x1ecea469ce4039fa391d1ae803e0b2e9337101e93cf651aa2485299a0eece5ef","1731294815","500","0x0357bd46f9c723f8c39a3c04702f62c8615d02e6","TRUMP47","WETH","-144100","-69080"
"0x47b2ce647ec2cfa8aab8447626de2bdcc8b28d41906a4df820a0e55c0d0eaeaa","1731294635","10000","0x381fe4eb128db1621647ca00965da3f9e09f4fac","ELON","WETH","-233600","-233400"
"0x4a37701401c1e5b2a69868d3b0f9d6daa92b44b38f3688a2c7e542279fb81756","1731295103","3000","0x198063c23ac1317ff3cc57d9f54faac6b675d89f","MEME","WETH","-124620","-122700"
"0x29639e6fb965a68e8d8d25d3571e21fd2a6b66a7e1011678f4360c0cf09a1186","1731295451","10000","0x842293fa6ee0642bf61ebf8310e7e546039ba7f4","MSTR","WETH","134400","134600"
"0x1e6adf91243bfe2c47777c1b154b87d7806199e0934573239039d72d73913190","1731295715","10000","0xdd949d1fe117744a38319c7b7dcc045d630bcc8d","WETH","BERRY","102600","102800"
"0x45758acf717ab176d567bb270ef0b7ca83225005a4854cf6d94cfef36b08f106","1731296027","10000","0x87b1d1b59725209879cc5c5adeb99d8bc9eccf12","CRO","WETH","126000","130800"
"0x51850ba11f1e05a727ef87a3db6514c10ee88a24dc0c4cb4616675594b9a4fb9","1731296015","10000","0x60b0dad2d7d65b7d6efc0b746687020ccef0a233","DOGE","WETH","-99800","-99600"
